Code,GEO/TIME,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
AT11,AT11 - Burgenland (AT),270670,271604,274259,275633,276300,277529,277843,277566,277210,276732,276226,275956,276673,276542,276793,278033,279128,280062,280977,282777,283697,284581,285782,286691,287416,288356,291011,291942,292675,293433
AT12,AT12 - Niederösterreich,1455968,1471624,1486756,1504072,1512388,1518489,1522804,1524239,1526848,1530745,1535083,1539416,1544667,1549269,1557291,1568949,1580501,1588567,1595503,1602958,1605897,1609474,1614455,1618592,1625485,1636778,1653691,1665753,1670668,1677542
AT13,AT13 - Wien,1492636,1502772,1522449,1537523,1549436,1542667,1539002,1542191,1540875,1542252,1548537,1553956,1571123,1592846,1610409,1632568,1652448,1661246,1671221,1680135,1689995,1702855,1717084,1741246,1766746,1797337,1840226,1867582,1888776,1897491
AT2 ,AT2 - Südösterreich,1714561,1719415,1729730,1742927,1745847,1746844,1747383,1746136,1745051,1744312,1743626,1742012,1748050,1747938,1750194,1755706,1760131,1761876,1763416,1764257,1763043,1763329,1764723,1766444,1771127,1779211,1792494,1798375,1801112,1803991
AT21,AT21 - Kärnten,544983,547752,552345,558114,559735,560708,561845,561549,561012,560938,560696,559571,559933,558623,558026,558926,559277,559393,559715,559462,557998,556718,556027,555473,555881,557641,560482,561077,560898,560939
AT22,AT22 - Steiermark,1169578,1171663,1177385,1184813,1186112,1186136,1185538,1184587,1184039,1183374,1182930,1182441,1188117,1189315,1192168,1196780,1200854,1202483,1203701,1204795,1205045,1206611,1208696,1210971,1215246,1221570,1232012,1237298,1240214,1243052
AT3 ,AT3 - Westösterreich,2710983,2745467,2785705,2822364,2844775,2857960,2866035,2874834,2881132,2888420,2898714,2909606,2923127,2933678,2947886,2966103,2982090,2991233,2996872,3004876,3009011,3014925,3026077,3038887,3057012,3083244,3123049,3149213,3169036,3186318
AT31,AT31 - Oberösterreich,1296826,1311277,1329858,1346059,1355548,1360051,1361888,1363368,1364332,1366578,1370035,1373134,1377803,1382532,1387488,1394726,1400287,1403663,1405762,1408619,1409253,1410222,1413866,1418498,1425422,1437251,1453948,1465045,1473576,1482095
AT32,AT32 - Salzburg,471835,480766,488833,498611,503848,506626,508253,510023,510973,511233,512854,514851,517050,517084,519691,522369,524920,526048,525944,526699,526730,527886,529704,531898,534270,538575,545815,549263,552579,555221
AT33,AT33 - Tirol,618459,624114,632471,639956,645858,649875,653369,657694,660864,664067,667459,671492,675700,679457,683639,688954,694253,697253,699588,702502,704662,707517,711581,715888,722038,728826,739139,746153,751140,754705
AT34,AT34 - Vorarlberg,323863,329310,334543,337738,339521,341408,342525,343749,344963,346542,348366,350129,352574,354605,357068,360054,362630,364269,365578,367056,368366,369300,370926,372603,375282,378592,384147,388752,391741,394297
PL -,PL - Polen,38038403,38183160,38309226,38418108,38504707,38580597,38609399,38639341,38659979,38666983,38263303,38253955,38242197,38218531,38190608,38173835,38157055,38125479,38115641,38135876,38022869,38062718,38063792,38062535,38017856,38005614,37967209,37972964,37976687,37972812
PL1 ,PL1 - Region Centralny (NUTS 2013),,7722615,7726928,7738970,7743128,7750535,7747852,7741399,7737773,7730206,7750090,7742834,7738999,7736003,7732826,7733699,7735194,7737900,7744386,7753356,7753453,7769157,7777128,7786528,7791428,7799622,7802617,7813104,,
PL11,PL11 - Lódzkie (NUTS 2013),,2702922,2701231,2701750,2697844,2693688,2687761,2680350,2672823,2663608,2637438,2627824,2617318,2607380,2597094,2587702,2577465,2566198,2555898,2548861,2535866,2528674,2519448,2510409,2498861,2489844,2479350,2471620,,
PL12,PL12 - Mazowieckie (NUTS 2013),,5019693,5025697,5037220,5045284,5056847,5060091,5061049,5064950,5066598,5112652,5115010,5121681,5128623,5135732,5145997,5157729,5171702,5188488,5204495,5217587,5240483,5257680,5276119,5292567,5309778,5323267,5341484,,
PL2 ,PL2 - Makroregion Poludniowy,,8075584,8111093,8080632,8097075,8097424,8098116,8099977,8100860,8098333,7994721,7988083,7978084,7968750,7967931,7960972,7951962,7940343,7933151,7932801,7871233,7879309,7879546,7876489,7864274,7860284,7850598,7850331,7850361,7849543
PL21,PL21 - Malopolskie,,3118431,3132201,3151759,3164287,3179728,3190186,3197064,3206630,3215885,3211151,3222426,3229617,3237217,3252949,3260201,3266187,3271206,3279036,3287136,3280603,3293551,3303061,3310450,3316097,3324579,3330031,3339803,3349498,3360545
PL22,PL22 - Slaskie,,4957153,4978892,4928873,4932788,4917696,4907930,4902913,4894230,4882448,4783570,4765657,4748467,4731533,4714982,4700771,4685775,4669137,4654115,4645665,4590630,4585758,4576485,4566039,4548177,4535705,4520567,4510528,4500863,4488998
PL3 ,PL3 - Region Wschodni (NUTS 2013),,6792174,6817380,6864502,6879961,6897875,6903583,6910365,6911096,6911684,6822641,6820913,6814679,6805631,6785135,6774249,6762570,6746269,6731761,6725581,6691140,6683275,6669169,6657241,6636447,6620894,6602864,6591974,,
PL31,PL31 - Lubelskie (NUTS 2013),,2221891,2227406,2238288,2240987,2244848,2244628,2244212,2241952,2239500,2209083,2206200,2201720,2196992,2191172,2185156,2179611,2172766,2166213,2161832,2161679,2156633,2149487,2143278,2134413,2126310,2118528,2112787,,
PL32,PL32 - Podkarpackie (NUTS 2013),,2050420,2064158,2081217,2090850,2100144,2105597,2112560,2117341,2122164,2098771,2101375,2104138,2105050,2097248,2097975,2098263,2097564,2097338,2099495,2081154,2083487,2083852,2085063,2083546,2084264,2083496,2084722,,
PL33,PL33 - Swietokrzyskie (NUTS 2013),,1319563,1320258,1330493,1330590,1332438,1331481,1330460,1327859,1326218,1302518,1302650,1299382,1295885,1291598,1288693,1285007,1279838,1275550,1272784,1272156,1268145,1263464,1259137,1253041,1247951,1241895,1237518,,
PL34,PL34 - Podlaskie (NUTS 2013),,1200300,1205558,1214504,1217534,1220445,1221877,1223133,1223944,1223802,1212269,1210688,1209439,1207704,1205117,1202425,1199689,1196101,1192660,1191470,1176151,1175010,1172366,1169763,1165447,1162369,1158945,1156947,,
PL4 ,PL4 - Makroregion Pólnocno-Zachodni,,5946285,5972813,6007231,6029963,6053567,6067314,6083109,6096238,6105747,6044641,6051723,6057822,6061193,6064791,6069316,6075793,6079860,6087634,6099536,6117311,6130571,6136945,6142893,6141404,6143617,6140150,6143611,6148605,6151984
PL41,PL41 - Wielkopolskie,,3268523,3283364,3301018,3313588,3324822,3331941,3339757,3346045,3351422,3339749,3345316,3350437,3355279,3359932,3365283,3372417,3378502,3386882,3397617,3410721,3422705,3430702,3437751,3441440,3447689,3450966,3457473,3465605,3473172
PL42,PL42 - Zachodniopomorskie,,1683322,1690819,1701492,1708392,1716700,1720782,1725756,1729848,1731804,1696925,1697935,1698402,1697718,1696073,1694865,1694178,1692838,1692271,1692957,1696985,1697166,1695822,1694560,1691400,1688486,1684025,1681246,1678873,1675502
PL43,PL43 - Lubuskie,,994440,998630,1004721,1007983,1012045,1014591,1017596,1020345,1022521,1007967,1008472,1008983,1008196,1008786,1009168,1009198,1008520,1008481,1008962,1009605,1010700,1010421,1010582,1008564,1007442,1005159,1004892,1004127,1003310
PL5 ,PL5 - Makroregion Poludniowo-Zachodni,,4051285,4059425,4072637,4077926,4083725,4081450,4079408,4076458,4071714,3991344,3982793,3976060,3965703,3953980,3944586,3935639,3924258,3915498,3910099,3851792,3851089,3846396,3841347,3829805,3825251,3817181,3816928,3814166,3811110
PL51,PL51 - Dolnoslaskie,,2964954,2970192,2978446,2983040,2988327,2988278,2986884,2985381,2982128,2917139,2912195,2909622,2904694,2898313,2893055,2888232,2882317,2878410,2877059,2876509,2878103,2876855,2875180,2869579,2868338,2864624,2866218,2865358,2865072
PL52,PL52 - Opolskie,,1086331,1089233,1094191,1094886,1095398,1093172,1092524,1091077,1089586,1074205,1070598,1066438,1061009,1055667,1051531,1047407,1041941,1037088,1033040,975283,972986,969541,966167,960226,956913,952557,950710,948808,946038
PL6 ,PL6 - Makroregion Pólnocny,,5595217,5621587,5654136,5676654,5697471,5711084,5725083,5737554,5749299,5659866,5667609,5676553,5681251,5685945,5691013,5695897,5696849,5703211,5714503,5737940,5749317,5754608,5758037,5754498,5755946,5753799,5757016,5763089,5764951
PL61,PL61 - Kujawsko-Pomorskie,,2059224,2065593,2078332,2084065,2090331,2092977,2095819,2098018,2100106,2068864,2067817,2069747,2069166,2068142,2068258,2068253,2066371,2066136,2067918,2074489,2075129,2074398,2072655,2068417,2065846,2062006,2060575,2059748,2055433
PL62,PL62 - Warminsko-Mazurskie,,1415554,1423317,1436597,1442512,1449121,1452423,1456724,1460432,1463520,1424772,1427508,1428469,1428449,1428885,1428714,1428601,1426883,1426155,1427073,1428496,1428620,1427162,1425897,1421264,1418541,1414734,1410641,1408415,1404441
PL63,PL63 - Pomorskie,,2120439,2132677,2139207,2150077,2158019,2165684,2172540,2179104,2185673,2166230,2172284,2178337,2183636,2188918,2194041,2199043,2203595,2210920,2219512,2234955,2245568,2253048,2259485,2264817,2271559,2277059,2285800,2294926,2305077
PL7 ,PL7 - Makroregion Centralny,,,,,,,,,,,,,,,,,,,,,,,,,3751902,3737795,3721245,3709138,3694464,3679410
PL71,PL71 - Lódzkie,,,,,,,,,,,,,,,,,,,,,,,,,2498861,2489844,2479350,2471620,2462448,2453167
PL72,PL72 - Swietokrzyskie,,,,,,,,,,,,,,,,,,,,,,,,,1253041,1247951,1241895,1237518,1232016,1226243
PL8 ,PL8 - Makroregion Wschodni,,,,,,,,,,,,,,,,,,,,,,,,,5383406,5372943,5360969,5354456,5346175,5335503
PL81,PL81 - Lubelskie,,,,,,,,,,,,,,,,,,,,,,,,,2134413,2126310,2118528,2112787,2105442,2097294
PL82,PL82 - Podkarpackie,,,,,,,,,,,,,,,,,,,,,,,,,2083546,2084264,2083496,2084722,2085877,2086135
PL84,PL84 - Podlaskie,,,,,,,,,,,,,,,,,,,,,,,,,1165447,1162369,1158945,1156947,1154856,1152074
PL9 ,PL9 - Makroregion Województwo Mazowieckie,,,,,,,,,,,,,,,,,,,,,,,,,5292567,5309778,5323267,5341484,5359827,5380311
PL91,PL91 - Warszawski stoleczny,,,,,,,,,,,,,,,,,,,,,,,,,2937140,2960058,2979942,3002278,3025034,3053104
PL92,PL92 - Mazowiecki regionalny,,,,,,,,,,,,,,,,,,,,,,,,,2355427,2349720,2343325,2339206,2334793,2327207
PT -,PT - Portugal,9995995,9912140,9950029,9954958,9974391,10008659,10043693,10084196,10133758,10186634,10249022,10330774,10394669,10444592,10473050,10494672,10511988,10532588,10553339,10563014,10573479,10572721,10542398,10487289,10427301,10374822,10341330,10309573,10291027,10276617
PT1 ,PT1 - Continente,,9415010,9456452,9463390,9486133,9522397,9559249,9601049,9651230,9704074,9765440,9845237,9904113,9950051,9975209,9993865,10008242,10025838,10043520,10051206,10059864,10057999,10030968,9976649,9918548,9869783,9839140,9809414,9792797,9779826
PT11,PT11 - Norte,,3518950,3510528,3519004,3533685,3551449,3569019,3587839,3608348,3629750,3652110,3679741,3696333,3708294,3713740,3716870,3718061,3719898,3719773,3712554,3705980,3693585,3687224,3666234,3644195,3621785,3603778,3584575,3576205,3572583
PT15,PT15 - Algarve,,344830,346596,349511,353182,357495,361927,366996,372798,378671,385298,393142,400937,408029,413611,418530,423539,428798,434556,440088,445824,451304,446140,444390,442358,441468,441929,441469,439617,438864
PT16,PT16 - Centro (PT),,,2274230,2272444,2275572,2282411,2289462,2297278,2306952,2316874,2328686,2344671,2351652,2355304,2354349,2352891,2350150,2348308,2345981,2341807,2337787,2331642,2316169,2298938,2281164,2263992,2256364,2243934,2231346,2216569
PT17,PT17 - Área Metropolitana de Lisboa,,,2539520,2539817,2543315,2551871,2561025,2572657,2587604,2603865,2624511,2651729,2678695,2702293,2719233,2732440,2745623,2759501,2775675,2792105,2808205,2822761,2827050,2818388,2807525,2809168,2812678,2821349,2833679,2846332
PT18,PT18 - Alentejo,,,785578,782614,780379,779171,777816,776279,775528,774914,774835,775954,776496,776131,774276,773134,770869,769333,767535,764652,762068,758707,754385,748699,743306,733370,724391,718087,711950,705478
PT2 ,PT2 - Região Autónoma dos Açores (PT),,240520,239984,239918,239688,239757,239786,239935,239993,240289,240759,241387,242544,243303,243916,244491,245118,245671,246373,246670,246900,246757,247194,247549,247440,246353,245766,245283,243862,242846
PT20,PT20 - Região Autónoma dos Açores (PT),,240520,239984,239918,239688,239757,239786,239935,239993,240289,240759,241387,242544,243303,243916,244491,245118,245671,246373,246670,246900,246757,247194,247549,247440,246353,245766,245283,243862,242846
PT3 ,PT3 - Região Autónoma da Madeira (PT),,256610,253593,251650,248570,246505,244658,243212,242535,242271,242823,244150,248012,251238,253925,256316,258628,261079,263446,265138,266715,267965,264236,263091,261313,258686,256424,254876,254368,253945
PT30,PT30 - Região Autónoma da Madeira (PT),,256610,253593,251650,248570,246505,244658,243212,242535,242271,242823,244150,248012,251238,253925,256316,258628,261079,263446,265138,266715,267965,264236,263091,261313,258686,256424,254876,254368,253945
RO -,RO - Rumänien,23211395,23192274,22811392,22778533,22748027,22712394,22656145,22581862,22526093,22488595,22455485,22430457,21833483,21772774,21711252,21658528,21610213,21565119,21528627,21498616,21462186,21413815,20095996,20020074,19947311,19870647,19760585,19643949,19530631,19414458
RO1 ,RO1 - Macroregiunea unu,5844104,5797761,5603013,5600872,5587469,5573307,5551677,5532940,5519475,5505931,5494097,5486905,5313799,5298737,5286793,5276097,5263559,5253432,5248804,5247530,5244137,5240224,4959455,4954228,4945532,4935690,4918531,4901067,4886569,4870384
RO11,RO11 - Nord-Vest,2983614,2980544,2916601,2903439,2897633,2888806,2879634,2869047,2860561,2854118,2849982,2844430,2762565,2750406,2743281,2742676,2729181,2729256,2724176,2721468,2719719,2717532,2598877,2594823,2590220,2585543,2576567,2568282,2560822,2552112
RO12,RO12 - Centru,2860490,2817217,2686412,2697433,2689836,2684501,2672043,2663893,2658914,2651813,2644115,2642475,2551234,2548331,2543512,2533421,2534378,2524176,2524628,2526062,2524418,2522692,2360578,2359405,2355312,2350147,2341964,2332785,2325747,2318272
RO2 ,RO2 - Macroregiunea doi,6762491,6801433,6777703,6731385,6741294,6738360,6744686,6734592,6737063,6748741,6756320,6766106,6615957,6609736,6597912,6585471,6578570,6562245,6548309,6535967,6523614,6505815,5833153,5802152,5782461,5761950,5726602,5686810,5643140,5594735
RO21,RO21 - Nord-Est,3781932,3801267,3813776,3769292,3776344,3780653,3790486,3787028,3793851,3808273,3820101,3831216,3743950,3746330,3742868,3735512,3734946,3727910,3722553,3717621,3712396,3703283,3294204,3278798,3273367,3269598,3256734,3239540,3221183,3198564
RO22,RO22 - Sud-Est,2980559,3000166,2963927,2962093,2964950,2957707,2954200,2947564,2943212,2940468,2936219,2934890,2872007,2863406,2855044,2849959,2843624,2834335,2825756,2818346,2811218,2802532,2538949,2523354,2509094,2492352,2469868,2447270,2421957,2396171
RO3 ,RO3 - Macroregiunea trei,5944833,5955715,5885493,5894902,5877811,5869491,5842428,5812698,5791359,5771401,5756866,5740347,5597355,5576765,5558502,5547963,5537093,5537002,5534038,5532879,5528968,5521131,5407944,5390394,5368063,5345486,5319758,5290602,5266460,5245005
RO31,RO31 - Sud - Muntenia,3619796,3589037,3575647,3554296,3547692,3532198,3521504,3504998,3492937,3481711,3471322,3467375,3383573,3368615,3350248,3338195,3321392,3304840,3292036,3279786,3267270,3253712,3128799,3108150,3085095,3061286,3031555,3003394,2965205,2929832
RO32,RO32 - Bucuresti - Ilfov,2325037,2366678,2309846,2340606,2330119,2337293,2320924,2307700,2298422,2289690,2285544,2272972,2213782,2208150,2208254,2209768,2215701,2232162,2242002,2253093,2261698,2267419,2279145,2282244,2282968,2284200,2288203,2287208,2301255,2315173
RO4 ,RO4 - Macroregiunea patru,4659967,4637365,4545183,4551374,4541453,4531236,4517354,4501632,4478196,4462522,4448202,4437099,4306372,4287536,4268045,4248997,4230991,4212440,4197476,4182240,4165467,4146645,3895444,3873300,3851255,3827521,3795694,3765470,3734462,3704334
RO41,RO41 - Sud-Vest Oltenia,2461463,2457221,2469568,2452338,2448928,2441803,2435166,2425831,2418790,2410944,2403632,2399333,2348337,2336018,2325020,2313903,2301833,2285733,2270776,2257752,2246033,2232814,2067357,2048702,2033360,2015766,1993482,1972979,1949940,1926860
RO42,RO42 - Vest,2198504,2180144,2075615,2099036,2092525,2089433,2082188,2075801,2059406,2051578,2044570,2037766,1958035,1951518,1943025,1935094,1929158,1926707,1926700,1924488,1919434,1913831,1828087,1824598,1817895,1811755,1802212,1792491,1784522,1777474
SI -,SI - Slowenien,1996377,1999945,1998912,1994084,1989408,1989477,1990266,1986989,1984923,1978334,1987755,1990094,1994026,1995033,1996433,1997590,2003358,2010377,2010269,2032362,2046976,2050189,2055496,2058821,2061085,2062874,2064188,2065895,2066880,2080908
SI0 ,SI0 - Slovenija,1996377,1999945,1998912,1994084,1989408,1989477,1990266,1986989,1984923,1978334,1987755,1990094,1994026,1995033,1996433,1997590,2003358,2010377,2010269,2032362,2046976,2050189,2055496,2058821,2061085,2062874,2064188,2065895,2066880,2080908
SI03,SI03 - Vzhodna Slovenija,,,,,,,,,,,,,,,,,,,1089757,1095836,1099674,1098506,1099196,1097198,1094709,1093545,1092193,1091159,1089717,1094435
SI04,SI04 - Zahodna Slovenija,,,,,,,,,,,,,,,,,,,920512,936526,947302,951683,956300,961623,966376,969329,971995,974736,977163,986473
SK -,SK - Slowakei,5287663,5310711,5295877,5314155,5336455,5356207,5367790,5378932,5387650,5393382,5398657,5378783,5378951,5374873,5371875,5372685,5372928,5373180,5376064,5382401,5390410,5392446,5404322,5410836,5415949,5421349,5426252,5435343,5443120,5450421
SK0 ,SK0 - Slovensko,5287663,5310711,5295877,5314155,5336455,5356207,5367790,5378932,5387650,5393382,5398657,5378783,5378951,5374873,5371875,5372685,5372928,5373180,5376064,5382401,5390410,5392446,5404322,5410836,5415949,5421349,5426252,5435343,5443120,5450421
SK01,SK01 - Bratislavský kraj,,,,,,,618290,618904,618673,617599,616982,598781,599042,596720,594113,592759,592301,592062,592824,594966,597999,599931,606537,612682,618380,625167,633288,641892,650838,659598
SK02,SK02 - Západné Slovensko,,,,,,,1875419,1876618,1877211,1876951,1876416,1871019,1868147,1862505,1858211,1855358,1851658,1847853,1846283,1845563,1842763,1838786,1839259,1838136,1836664,1834832,1832159,1830751,1828428,1826145
SK03,SK03 - Stredné Slovensko,,,,,,,1349357,1351795,1353349,1354693,1355514,1354679,1353777,1353025,1352279,1352313,1351651,1350943,1350263,1349903,1350286,1349286,1349729,1348611,1347233,1345808,1343458,1342287,1340811,1339242
SK04,SK04 - Východné Slovensko,,,,,,,1524724,1531615,1538417,1544139,1549745,1554304,1557985,1562623,1567272,1572255,1577318,1582322,1586694,1591969,1599362,1604443,1608797,1611407,1613672,1615542,1617347,1620413,1623043,1625436
FI -,FI - Finnland,4974383,4998478,5029002,5054982,5077912,5098754,5116826,5132320,5147349,5159646,5171302,5181115,5194901,5206295,5219732,5236611,5255580,5276955,5300484,5326314,5351427,5375276,5401267,5426674,5451270,5471753,5487308,5503297,5513130,5517919
FI1 ,FI1 - Manner-Suomi,4950152,4973874,5004155,5029989,5052810,5073596,5091624,5107063,5121957,5134021,5145596,5155339,5168893,5180038,5193385,5210081,5228814,5250032,5273331,5298858,5323693,5347269,5372913,5398173,5422604,5442837,5458325,5474083,5483641,5488130
FI19,FI19 - Länsi-Suomi,1295857,1300085,1304793,1308650,1311353,1313881,1314791,1316084,1316784,1317263,1317215,1317441,1319440,1321583,1325241,1330371,1334293,1338973,1344565,1349600,1355168,1360041,1365259,1370384,1374403,1377281,1379116,1380593,1380365,1379749
FI1B,FI1B - Helsinki-Uusimaa,1219864,1232236,1248072,1261807,1277609,1293573,1310680,1327243,1344989,1362634,1379712,1394199,1408525,1419938,1429869,1439400,1452083,1467453,1483719,1501511,1517542,1532309,1549058,1566835,1585473,1603388,1620261,1638293,1655624,1671024
FI1C,FI1C - Etelä-Suomi,1115591,1118705,1122685,1125623,1127032,1128490,1129302,1129759,1131223,1132447,1133237,1133561,1135326,1136893,1138646,1140563,1142922,1145658,1148208,1151466,1153839,1156791,1159039,1160732,1161882,1161706,1160491,1159174,1157001,1152719
FI1D,FI1D - Pohjois- ja Itä-Suomi,1318840,1322848,1328605,1333909,1336816,1337652,1336851,1333977,1328961,1321677,1315432,1310138,1305602,1301624,1299629,1299747,1299516,1297948,1296839,1296281,1297144,1298128,1299557,1300222,1300846,1300462,1298457,1296023,1290651,1284638
FI2 ,FI2 - Åland,24231,24604,24847,24993,25102,25158,25202,25257,25392,25625,25706,25776,26008,26257,26347,26530,26766,26923,27153,27456,27734,28007,28354,28501,28666,28916,28983,29214,29489,29789
FI20,FI20 - Åland,24231,24604,24847,24993,25102,25158,25202,25257,25392,25625,25706,25776,26008,26257,26347,26530,26766,26923,27153,27456,27734,28007,28354,28501,28666,28916,28983,29214,29489,29789
SE -,SE - Schweden,8527039,8590630,8644120,8692013,8745109,8816381,8837496,8844499,8847625,8854322,8861426,8882792,8909128,8940788,8975670,9011392,9047752,9113257,9182927,9256347,9340682,9415570,9482855,9555893,9644864,9747355,9851017,9995153,10120242,10230185
SE1 ,SE1 - Östra Sverige,3075271,3100151,3124394,3148997,3176111,3209121,3226892,3242367,3258331,3275778,3293725,3315288,3336186,3353890,3370713,3387449,3408022,3442613,3484045,3526850,3577474,3623591,3669570,3716827,3768389,3819610,3870264,3933205,3995953,4052937
SE11,SE11 - Stockholm,1629631,1641669,1654512,1669840,1686230,1708502,1725756,1744330,1762924,1783440,1803377,1823210,1838882,1850467,1860872,1872900,1889945,1918104,1949516,1981263,2019182,2054343,2091473,2127006,2163042,2198044,2231439,2269060,2308143,2344124
SE12,SE12 - Östra Mellansverige,1445640,1458482,1469882,1479157,1489881,1500619,1501136,1498037,1495407,1492338,1490348,1492078,1497304,1503423,1509841,1514549,1518077,1524509,1534529,1545587,1558292,1569248,1578097,1589821,1605347,1621566,1638825,1664145,1687810,1708813
SE2 ,SE2 - Södra Sverige,3686251,3716424,3739854,3760075,3781748,3816886,3827771,3829662,3830271,3833181,3835001,3846633,3860613,3878703,3897428,3916676,3934537,3965326,3995301,4026590,4060002,4087948,4111188,4135758,4168176,4211985,4257622,4322801,4376554,4425644
SE21,SE21 - Småland med öarna,796058,801255,804531,805303,807848,812447,811464,808248,805040,801884,798344,797172,796515,796957,798528,799739,800054,802247,805353,807871,810066,811611,812948,815792,819426,826243,834276,847667,856887,864630
SE22,SE22 - Sydsverige,1207975,1219151,1229393,1237955,1245220,1259002,1264468,1266340,1268295,1271840,1274411,1279816,1286588,1294965,1302586,1311254,1320160,1335936,1351257,1367017,1383653,1396556,1405912,1415403,1426826,1443065,1459880,1483018,1504060,1521848
SE23,SE23 - Västsverige,1682218,1696018,1705930,1716817,1728680,1745437,1751839,1755074,1756936,1759457,1762246,1769645,1777510,1786781,1796314,1805683,1814323,1827143,1838691,1851702,1866283,1879781,1892328,1904563,1921924,1942677,1963466,1992116,2015607,2039166
SE3 ,SE3 - Norra Sverige,1765517,1774055,1779872,1782941,1787250,1790374,1782833,1772470,1759023,1745363,1732700,1720871,1712329,1708195,1707529,1707267,1705193,1705318,1703581,1702907,1703206,1704031,1702097,1703308,1708299,1715760,1723131,1739147,1747735,1751604
SE31,SE31 - Norra Mellansverige,857268,861471,863914,864126,865347,866355,862476,857107,850046,843437,837892,832524,829114,827067,826949,826188,825037,824853,825000,825149,825931,826820,825431,826272,829134,833585,838747,848451,852201,855220
SE32,SE32 - Mellersta Norrland,395277,396881,397289,396739,396640,396596,393874,391148,387497,383650,380004,376469,373664,372266,371750,371619,370764,370998,370386,370269,369708,369316,368454,368182,368617,369826,371273,374245,375774,375733
SE33,SE33 - Övre Norrland,512972,515703,518669,522076,525263,527423,526483,524215,521480,518276,514804,511878,509551,508862,508830,509460,509392,509467,508195,507489,507567,507895,508212,508854,510548,512349,513111,516451,519760,520651
UK -,UK - Vereinigtes Königreich,57156972,57338199,57511594,57649210,57788017,57943472,58094587,58239312,58394596,58579685,58785246,58999781,59239564,59501394,59793759,60182050,60620361,61073279,61571647,62042343,62510197,63022532,63495088,63905342,64351203,64853393,65379044,65844142,66273576,66647112
UKC ,UKC - North East (UK),2595888,2600209,2589500,2593100,2591000,2585600,2579400,2572600,2564700,2555500,2546868,2541753,2540317,2540504,2540442,2543746,2549800,2557242,2565644,2572348,2581096,2591626,2599436,2606603,2614782,2621766,2630654,2640686,2648215,2656980
UKC1,UKC1 - Tees Valley and Durham,1159687,1163422,1158000,1157800,1157600,1156600,1155100,1152000,1150200,1148500,1147176,1146453,1145691,1145885,1146883,1149222,1152783,1157100,1161826,1165178,1168781,1173646,1177121,1179963,1183175,1186123,1190177,1194437,1197992,1201543
UKC2,UKC2 - Northumberland and Tyne and Wear,1436201,1436787,1431300,1434800,1433800,1429400,1425200,1420400,1414600,1407300,1399685,1395299,1394626,1394619,1393559,1394524,1397017,1400142,1403818,1407170,1412315,1417980,1422315,1426640,1431607,1435643,1440477,1446249,1450223,1455437
UKD ,UKD - North West (UK),6861791,6875921,6842200,6844100,6842900,6833800,6819200,6801800,6793100,6782500,6773669,6773606,6779061,6799855,6827646,6855292,6885901,6915555,6944041,6972458,7003144,7038003,7070201,7093959,7118192,7153981,7199476,7241212,7272136,7300075
UKD1,UKD1 - Cumbria,489474,489411,486800,487100,487400,487000,486800,487500,488400,488600,487862,487700,488214,489963,493086,495949,497890,499778,500819,500823,500458,499952,499524,498860,498463,498545,498745,498641,498216,498083
UKD3,UKD3 - Greater Manchester,2558112,2565659,2552600,2551100,2548000,2542900,2536100,2527100,2521600,2518600,2515916,2516203,2519852,2531076,2544360,2557067,2573330,2590604,2609479,2630100,2651011,2673791,2693358,2707445,2721819,2741974,2767348,2789735,2808080,2822003
UKD4,UKD4 - Lancashire,1402805,1407845,1403700,1408700,1412200,1413800,1413300,1411900,1412300,1412000,1412496,1415703,1418686,1423873,1430877,1437098,1443073,1447726,1450334,1452056,1455120,1459318,1463274,1466592,1469371,1473818,1480296,1487102,1490434,1495318
UKD6,UKD6 - Cheshire,,,,,,,,,,,,,866490,869716,873257,877286,882454,887944,892773,895916,898513,901375,904677,907796,911368,915471,919711,924261,927799,931347
UKD7,UKD7 - Merseyside,,,,,,,,,,,,,1485819,1485227,1486066,1487892,1489154,1489503,1490636,1493563,1498042,1503567,1509368,1513266,1517171,1524173,1533376,1541473,1547607,1553324
UKE ,UKE - Yorkshire and The Humber,4955625,4972620,4942300,4951500,4957200,4960600,4960800,4959300,4957700,4957000,4957460,4967623,4988442,5013295,5044818,5085823,5121277,5149113,5181446,5211063,5239130,5271538,5302562,5327399,5349043,5375167,5407699,5437756,5462595,5486230
UKE1,UKE1 - East Yorkshire and Northern Lincolnshire,870198,874911,873700,876700,880500,882800,881100,879100,877300,875900,874446,874784,877984,883649,890940,897815,902286,905900,910195,912723,914144,916612,919564,921510,922928,924558,926818,929189,931065,932645
UKE2,UKE2 - North Yorkshire,713271,716863,716100,717400,718500,722900,726500,729000,732200,736500,741930,748044,753342,757696,763325,769411,774256,778641,783385,787264,791442,796538,801039,804925,807558,810048,814066,818141,820874,824054
UKE3,UKE3 - South Yorkshire,1299610,1301230,1288500,1288200,1285100,1282600,1279200,1277400,1274500,1272200,1268131,1266401,1268932,1273968,1280024,1288363,1296474,1303030,1310906,1319708,1328405,1338373,1348096,1355465,1362340,1370817,1380458,1389426,1397266,1404971
